pl_name,habitable


Kepler-981 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-982 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-983 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-984 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-985 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-986 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-987 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-988 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-989 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-99 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-990 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-990 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-991 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-992 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-993 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-994 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-995 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-996 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-997 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-998 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-999 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

L 168-9 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

L 98-59 b,CHZ invalid |  Kepler invalid (not enough data)

L 98-59 c,CHZ invalid (not enough data) |  Kepler valid

L 98-59 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

L 98-59 e,CHZ invalid |  Kepler invalid (not enough data)

LHS 1140 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LHS 1140 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LHS 1478 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LHS 1678 b,CHZ invalid |  Kepler invalid

LHS 1678 c,CHZ invalid |  Kepler invalid

LHS 1815 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LHS 3844 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LP 714-47 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LP 791-18 b,CHZ invalid |  Kepler invalid (not enough data)

LP 791-18 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

LSPM J2116+0234 b,CHZ invalid |  Kepler invalid (not enough data)

LTT 1445 A b,CHZ invalid (not enough data) |  Kepler valid

LTT 1445 A c,CHZ invalid (not enough data) |  Kepler invalid

LTT 3780 b,CHZ invalid (not enough data) |  Kepler valid

LTT 3780 c,CHZ invalid (not enough data) |  Kepler invalid

LTT 9779 b,CHZ invalid |  Kepler invalid

Lupus-TR-3 b,CHZ invalid (not enough data) |  Kepler invalid

MASCARA-1 b,CHZ invalid |  Kepler invalid

MASCARA-4 b,CHZ invalid |  Kepler invalid (not enough data)

MOA-2007-BLG-192L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2007-BLG-400L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2008-BLG-310L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2008-BLG-379L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2009-BLG-266L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2009-BLG-319L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2009-BLG-387L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2010-BLG-073L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2010-BLG-117L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2010-BLG-328L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2010-BLG-353L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2010-BLG-477L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2011-BLG-028L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2011-BLG-262L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2011-BLG-291L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2011-BLG-293L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2011-BLG-322L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2012-BLG-006L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2012-BLG-505L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2013-BLG-220L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2013-BLG-605L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2015-BLG-337L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2016-BLG-227L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-2016-BLG-319L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-bin-1L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MOA-bin-29 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

MXB 1658-298 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGC 2682 Sand 364 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGC 2682 Sand 978 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGC 2682 YBP 1194 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGC 2682 YBP 1514 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGC 2682 YBP 401 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGTS-1 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-10 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-11 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-12 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-13 b,CHZ invalid |  Kepler valid

NGTS-14 A b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-15 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-16 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-17 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-18 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-2 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-3 A b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGTS-4 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGTS-5 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NGTS-6 b,CHZ invalid |  Kepler invalid

NGTS-8 b,CHZ invalid (not enough data) |  Kepler invalid

NGTS-9 b,CHZ invalid (not enough data) |  Kepler invalid

NN Ser c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NN Ser d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NSVS 14256825 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NY Vir b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

NY Vir c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2003-BLG-235L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2005-BLG-071L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2005-BLG-169L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2005-BLG-390L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2006-BLG-109L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2006-BLG-109L c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2007-BLG-349L AB c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2007-BLG-368L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2008-BLG-092L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2008-BLG-355L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2011-BLG-0173L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2011-BLG-0251L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2011-BLG-0265L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0026L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0026L c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0358L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0406L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0563L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0724L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0838L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2012-BLG-0950L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-0102L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-0132L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-0341L B b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-0911L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-1721L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2013-BLG-1761L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-0124L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-0319L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-0676L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-1722L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-1722L c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2014-BLG-1760L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-0051L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-0954L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-0966L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-1649L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-1670L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2015-BLG-1771L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-0263L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-0613L AB b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-1067L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-1190L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-1195L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2016-BLG-1227L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-0173L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-0373L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-0406L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-0482L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-0604L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1049L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1099L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1140L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1375L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1434L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2017-BLG-1522L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0383L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0532L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0567L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0596L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0677L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0740L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-0962L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1011L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1011L c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1185L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1269L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1428L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2018-BLG-1700L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2019-BLG-0299L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2019-BLG-0304L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2019-BLG-0954L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-2019-BLG-0960L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-TR-10 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-TR-111 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-TR-113 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE-TR-132 b,CHZ invalid (not enough data) |  Kepler invalid

OGLE-TR-182 b,CHZ invalid (not enough data) |  Kepler invalid

OGLE-TR-211 b,CHZ invalid (not enough data) |  Kepler invalid

OGLE-TR-56 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

OGLE2-TR-L9 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Oph 11 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PDS 70 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PDS 70 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PH1 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PH2 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

POTS-1 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR B0329+54 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR B1257+12 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR B1257+12 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR B1257+12 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR B1620-26 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

PSR J1719-1438 b,CHZ invalid (not enough data) |  Kepler invalid

PSR J2322-2650 b,CHZ invalid (not enough data) |  Kepler invalid

Pr0201 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Pr0211 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Pr0211 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Proxima Cen b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-1 b,CHZ invalid |  Kepler invalid

Qatar-10 b,CHZ invalid |  Kepler invalid

Qatar-2 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-3 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-4 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-5 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-6 b,CHZ invalid |  Kepler invalid (not enough data)

Qatar-7 b,CHZ invalid |  Kepler invalid

Qatar-8 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Qatar-9 b,CHZ invalid |  Kepler invalid

ROXs 12 b,CHZ invalid |  Kepler invalid (not enough data)

ROXs 42 B b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

RR Cae b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Ross 128 b,CHZ invalid |  Kepler invalid (not enough data)

Ross 458 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Ross 508 b,CHZ invalid |  Kepler invalid (not enough data)

SR 12 AB c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

SWEEPS-11 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

SWEEPS-4 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TAP 26 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TCP J05074264+2447555 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TIC 172900988 b,CHZ invalid (not enough data) |  Kepler invalid

TIC 237913194 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TIC 257060897 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-1062 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1062 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1064 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1064 c,CHZ invalid |  Kepler invalid

TOI-1075 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1107 b,CHZ invalid |  Kepler invalid

TOI-1130 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1130 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1181 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1201 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-122 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1227 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1231 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1235 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1246 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1246 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1246 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1246 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-125 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-125 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-125 d,CHZ invalid |  Kepler invalid

TOI-1259 A b,CHZ invalid (not enough data) |  Kepler invalid

TOI-1260 b,CHZ invalid |  Kepler invalid

TOI-1260 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1266 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1266 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1268 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-1278 b,CHZ invalid |  Kepler invalid

TOI-1296 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1298 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-132 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1333 b,CHZ invalid |  Kepler invalid

TOI-1338 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1411 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1431 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1442 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1444 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1444 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1478 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-150.01,CHZ invalid (not enough data) |  Kepler invalid

TOI-1516 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1518 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-157 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1601 b,CHZ invalid |  Kepler invalid

TOI-163 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1634 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1670 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-1670 c,CHZ invalid (not enough data) |  Kepler invalid

TOI-1685 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-169 b,CHZ invalid |  Kepler invalid

TOI-1693 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1696 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1710 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-172 b,CHZ invalid |  Kepler invalid

TOI-1728 b,CHZ invalid |  Kepler invalid

TOI-1749 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1749 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1749 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1759 b,CHZ invalid |  Kepler invalid

TOI-178 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-178 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-178 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-178 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-178 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-178 g,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1789 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1807 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1842 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1860 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-1899 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-201 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2046 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-206 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2076 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2076 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2076 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2081 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2109 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2136 b,CHZ invalid |  Kepler invalid

TOI-216.01,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-216.02,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2180 b,CHZ valid |  Kepler invalid

TOI-2184 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-220 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2202 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-2202 c,CHZ invalid |  Kepler invalid (not enough data)

TOI-2257 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2260 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2285 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2337 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-237 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-2406 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2411 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2427 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-2445 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-251 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-257 b,CHZ invalid |  Kepler invalid

TOI-2669 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-269 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-270 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-270 c,CHZ invalid |  Kepler invalid (not enough data)

TOI-270 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-3362 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-3629 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-3714 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-421 b,CHZ invalid (not enough data) |  Kepler invalid

TOI-421 c,CHZ invalid (not enough data) |  Kepler invalid

TOI-431 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-431 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-431 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-4329 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-4479 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-451 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-451 c,CHZ invalid |  Kepler invalid (not enough data)

TOI-451 d,CHZ invalid |  Kepler invalid (not enough data)

TOI-481 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-500 b,CHZ invalid (not enough data) |  Kepler valid

TOI-500 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-500 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-500 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-519 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-530 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-532 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-540 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-544 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-558 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-559 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-561 b,CHZ invalid |  Kepler valid

TOI-561 c,CHZ invalid |  Kepler invalid

TOI-564 b,CHZ invalid |  Kepler invalid

TOI-620 b,CHZ invalid |  Kepler invalid (not enough data)

TOI-628 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-640 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-674 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

TOI-677 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

