,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,st_abs_mag,bol_mag,bol_lum,inner_CHZ,outer_CHZ,Habitable
13,2065,HD 210277 b,HD 210277,b,HD 210277,HIP 109378,TIC 50227884,Gaia DR2 2619706544757416192,0,1,1,0,0,Radial Velocity,1998,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,1999-07,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,437.0,25.0,-25.0,0.0,1.1,,,0.0,,,,,,,,,,,,,,,,,406.81,127.13,-127.13,0.0,1.28,0.4,-0.4,0.0,,,,,,,,,406.81,127.13,-127.13,0.0,1.28,0.4,-0.4,0.0,Msini,,,,,0.45,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2450993.0,20.0,-20.0,0.0,124.0,20.0,-20.0,0.0,41.5,0.5,-0.5,0.0,,,,,,,,,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,nan,5570.0,50.0,-50.0,0.0,,,,,0.92,0.02,-0.02,0.0,0.24,0.02,-0.02,0.0,[Fe/H],0.9289663867799364,,,0.0,4.38,0.1,-0.1,0.0,12.0,2.0,-2.0,0.0,,,,,,,,,,,,,-21.1,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h09m29.95s,332.3748117,-07d33m02.15s,-7.5505962,-46.96648,52.34827,3.571,331.64552,458.5778739,0.0667522,-0.0667522,85.4621,0.072349,-0.072349,-450.544,0.066542,-0.066542,21.2985,0.022,-0.022,46.9229,0.0480961,-0.0480961,7.296,0.022,-0.022,6.54348,0.023,-0.023,5.275,0.024,-0.024,4.957,0.031,-0.031,4.799,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34701,0.000537,-0.000537,,,,5.8686,0.006,-0.006,,,,4/25/2018,1999-07,11/19/2014,0,1,5,1,0,0,4.91,4.51,1.2359474334445109,1.0599946112403809,1.5270809701904955,Yes
18,1340,HD 10697 b,HD 10697,b,HD 10697,HIP 8159,TIC 456905162,Gaia DR2 95652018353917056,0,1,1,0,0,Radial Velocity,1999,<a refstr=VOGT_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...536..902V/abstract target=ref> Vogt et al. 2000 </a>,2000-06,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1075.65,0.64,-0.64,0.0,2.156,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,2030.92352,41.31769,-41.31769,0.0,6.39,0.13,-0.13,0.0,,,,,,,,,2030.92352,41.31769,-41.31769,0.0,6.39,0.13,-0.13,0.0,Msini,,,,,0.0998,0.0082,-0.0082,0.0,,,,,,,,,,,,,2452506.8,2.9,-3.0,0.0,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.7,6.0,-6.3,0.0,115.7,1.2,-1.1,0.0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,nan,5645.13,98.44,-98.44,0.0,1.86,0.04,-0.04,0.0,1.16,0.03,-0.03,0.0,0.16,0.06,-0.06,0.0,[Fe/H],3.152183771817001,,,,3.96,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m55.78s,26.2324076,+20d04m57.71s,20.0826974,-41.04386,139.67128,8.62165,31.55946,113.3529363,0.0681437,-0.0681437,-42.9789,0.0688208,-0.0688208,-104.889,0.0680294,-0.0680294,33.1205,0.0442,-0.0442,30.1639,0.0400023,-0.0400023,6.985,0.022,-0.022,6.28262,0.023,-0.023,5.386,0.268,-0.268,4.678,0.031,-0.031,4.601,0.021,-0.021,,,,,,,,,,,,,,,,4.581,0.239,-0.239,4.382,0.122,-0.122,4.638,0.014,-0.014,4.578,0.026,-0.026,6.10286,0.000752,-0.000752,,,,5.6478,0.0061,-0.0061,,,,9/20/2021,2021-05,9/20/2021,0,1,4,2,0,0,3.583471177861408,3.183471177861408,4.193836825492773,1.9525826313542167,2.8129876769621798,Yes
26,2379,HD 38529 c,HD 38529,c,HD 38529,HIP 27253,TIC 200093173,Gaia DR2 3219847066672970368,0,2,2,0,0,Radial Velocity,2000,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,2001-04,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,2165.0,14.0,-14.0,0.0,3.74,0.22,-0.22,0.0,,,,,,,,,,,,,,,,,4195.2,349.6,-349.6,0.0,13.2,1.1,-1.1,0.0,,,,,,,,,4195.2,349.6,-349.6,0.0,13.2,1.1,-1.1,0.0,Msini,,,,,0.3506,0.0085,-0.0085,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2450085.0,15.0,-15.0,0.0,15.7,1.9,-1.9,0.0,170.3,1.7,-1.7,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,5541.0,95.29,-108.56,0.0,2.84,0.15,-0.1,0.0,0.98,0.14,-0.11,0.0,0.32,0.1,-0.1,0.0,[M/H],6.823386941416696,0.009,-0.01,0.0,3.52,0.08,-0.06,0.0,,,,,0.0606,0.0146,-0.009,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,-13.83753,204.31771,-22.2295,86.37618,161.8424176,0.09969,-0.09969,-77.6702,0.100243,-0.100243,-141.987,0.0995239,-0.0995239,42.3538,0.10605,-0.10605,23.5819,0.0586633,-0.0586633,6.699,0.021,-0.021,5.92848,0.023,-0.023,4.905,0.228,-0.228,4.384,0.076,-0.076,4.211,0.036,-0.036,,,,,,,,,,,,,,,,4.22,0.267,-0.267,4.087,0.106,-0.106,4.224,0.015,-0.015,4.181,0.026,-0.026,5.74796,0.0011358,-0.0011358,,,,5.2725,0.0061,-0.0061,,,,12/3/2018,2006-07,7/23/2014,0,1,11,2,0,0,2.745,2.345,9.078205301781857,2.8727885252330667,4.13868206663003,Yes
32,1418,HD 114783 b,HD 114783,b,HD 114783,HIP 64457,TIC 292113181,Gaia DR2 3684934540986187776,0,1,2,0,0,Radial Velocity,2001,<a refstr=VOGT_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...568..352V/abstract target=ref> Vogt et al. 2002 </a>,2002-03,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,496.9,2.3,-2.3,0.0,1.169,0.068,-0.068,0.0,,,,,,,,,,,,,,,,,328.6,28.3,-28.3,0.0,1.034,0.089,-0.089,0.0,,,,,,,,,328.6,28.3,-28.3,0.0,1.034,0.089,-0.089,0.0,Msini,,,,,0.085,0.033,-0.033,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2450840.0,37.0,-37.0,0.0,93.0,25.0,-25.0,0.0,29.36,0.83,-0.83,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,5084.0,159.91,-127.71,0.0,0.84,0.06,-0.06,0.0,0.85,0.11,-0.1,0.0,0.12,0.1,-0.1,0.0,[M/H],0.4246195639463129,0.013,-0.013,0.0,4.52,0.09,-0.09,0.0,,,,,2.0259,0.5777,-0.5023,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921,60.16222,313.66815,5.03492,197.63496,138.7804107,0.1084296,-0.1084296,-138.403,0.108603,-0.108603,10.228,0.069757,-0.069757,21.0628,0.0285,-0.0284,47.4482,0.0637202,-0.0637202,8.436,0.0,0.0,7.56,0.03,-0.03,6.025,0.019,-0.019,5.623,0.047,-0.047,5.475,0.017,-0.017,,,,,,,,,,,,,,,,5.459,0.157,-0.157,5.348,0.05,-0.05,5.5,0.016,-0.016,5.468,0.04,-0.04,7.31783,0.000324,-0.000324,,,,6.7671,0.006,-0.006,,,,7/23/2014,2006-07,7/23/2014,0,1,3,1,0,0,5.76,4.96,0.8165823713585926,0.8615959669856824,1.2412580132243138,Yes
40,1577,HD 141937 b,HD 141937,b,HD 141937,HIP 77740,TIC 437430894,Gaia DR2 6248534171318085376,0,1,1,0,0,Radial Velocity,2002,<a refstr=UDRY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002A&A...390..267U/abstract target=ref> Udry et al. 2002 </a>,2002-07,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,653.22,1.21,-1.21,0.0,1.4877,0.0097,-0.0097,0.0,,,,,,,,,,,,,,,,,2960.78,104.562,-104.562,0.0,9.316,0.329,-0.329,0.0,,,,,,,,,2960.78,104.562,-104.562,0.0,9.316,0.329,-0.329,0.0,Msini,,,,,0.41,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5,6.4,-6.4,0.0,,,,,,,,,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,nan,5879.0,70.0,-70.0,0.0,0.99,0.06,-0.06,0.0,1.03,0.02,-0.02,0.0,0.12,0.03,-0.03,0.0,[Fe/H],1.0519618738232228,0.073,-0.073,0.0,,,,,2.32,0.41,-0.41,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m17.65s,238.0735585,-18d26m09.50s,-18.4359716,26.78098,351.88911,1.72652,239.87308,99.0912957,0.1321832,-0.1321832,97.2306,0.132782,-0.132782,19.1127,0.115614,-0.115614,33.3622,0.0719,-0.0717,29.9453,0.0640165,-0.0640165,7.856,0.0,0.0,7.25,0.03,-0.03,6.127,0.02,-0.02,5.866,0.027,-0.027,5.764,0.016,-0.016,,,,,,,,,,,,,,,,6.017,0.052,-0.052,5.682,0.048,-0.048,5.792,0.015,-0.015,5.695,0.039,-0.039,7.09149,0.000199,-0.000199,,,,6.675,0.006,-0.006,,,,4/25/2018,2014-11,11/19/2014,1,1,1,1,0,0,4.775,4.375,1.3995873225726183,1.1279858649068493,1.6250325526914304,Yes
45,1414,HD 114729 b,HD 114729,b,HD 114729,HIP 64459,TIC 124401411,Gaia DR2 6180035765135232128,0,2,1,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1114.0,15.0,-15.0,0.0,2.1,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,346.4347,28.6047,-28.6047,0.0,1.09,0.09,-0.09,0.0,,,,,,,,,346.4347,28.6047,-28.6047,0.0,1.09,0.09,-0.09,0.0,Msini,,,,,0.17,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,1.3,-1.3,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,nan,5835.0,14.0,-14.0,0.0,1.55,0.02,-0.02,0.0,1.24,0.08,-0.08,0.0,-0.28,,,0.0,[Fe/H],2.4987147923801354,,,,4.15,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h12m44.02s,198.1833997,-31d52m28.83s,-31.8746756,30.77939,308.19408,-22.27648,209.32336,367.3596313,0.0667203,-0.0667203,-200.158,0.0650434,-0.0650434,-308.042,0.0674158,-0.0674158,37.8063,0.0518,-0.0517,26.4217,0.0359472,-0.0359472,7.287,0.023,-0.023,6.68,0.03,-0.03,5.559,0.019,-0.019,5.29,0.031,-0.031,5.136,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51382,0.000322,-0.000322,,,,6.0903,0.0062,-0.0062,,,,6/24/2019,2017-03,9/6/2018,0,1,2,0,0,0,3.835708280416434,3.435708280416434,3.32442613478936,1.7384491873739756,2.5044963847272768,Yes
60,1588,HD 142415 b,HD 142415,b,HD 142415,HIP 78169,TIC 342041655,Gaia DR2 5833117718964892928,0,1,1,0,0,Radial Velocity,2003,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,2004-02,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,386.3,1.6,-1.6,0.0,1.05,,,0.0,,,,,,,,,,,,,,,,,515.0,,,0.0,1.62,,,0.0,,,,,,,,,515.0,,,0.0,1.62,,,0.0,Msini,,,,,0.5,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2451519.0,4.0,-4.0,0.0,255.0,4.0,-4.0,0.0,51.3,2.3,-2.3,0.0,,,,,,,,,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,nan,6045.0,,,0.0,,,,,1.03,,,0.0,0.21,,,0.0,[Fe/H],1.1481536214968828,,,0.0,4.53,,,0.0,1.1,,,0.0,,,,,3.3,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,-5.25392,324.17725,-38.75411,251.08217,151.9685258,0.0508779,-0.0508779,-112.801,0.0504315,-0.0504315,-101.835,0.0514204,-0.0514204,35.5318,0.0418,-0.0417,28.1149,0.0328049,-0.0328049,7.899,0.0,0.0,7.33,0.03,-0.03,6.235,0.019,-0.019,5.99,0.049,-0.049,5.892,0.023,-0.023,,,,,,,,,,,,,,,,5.908,0.112,-0.112,5.824,0.044,-0.044,5.907,0.015,-0.015,5.882,0.044,-0.044,7.17789,0.000246,-0.000246,,,,6.7683,0.006,-0.006,,,,1/28/2019,2004-02,1/31/2019,1,1,1,0,0,0,4.68,4.529999999999999,1.2133888504649781,1.0502765222311599,1.5130806077025833,Yes
63,1613,HD 147513 b,HD 147513,b,HD 147513,HIP 80337,TIC 350673608,Gaia DR2 6018047019138644480,1,2,1,0,0,Radial Velocity,2003,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,2004-02,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,528.4,6.3,-6.3,0.0,1.32,,,0.0,,,,,,,,,,,,,,,,,385.0,,,0.0,1.21,,,0.0,,,,,,,,,385.0,,,0.0,1.21,,,0.0,Msini,,,,,0.26,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2451123.0,20.0,-20.0,0.0,282.0,9.0,-9.0,0.0,29.3,1.8,-1.8,0.0,,,,,,,,,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,nan,5883.0,,,0.0,,,,,1.11,,,0.0,0.06,,,0.0,[Fe/H],0.9772372209558107,,,0.0,4.51,,,0.0,0.3,,,0.0,,,,,1.5,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h24m01.39s,246.0057894,-39d11m34.68s,-39.1929661,7.21242,341.6211,-17.34606,250.72065,74.23686,0.3055472,-0.3055472,74.1463,0.305717,-0.305717,3.66573,0.225625,-0.225625,12.9032,0.0234,-0.0233,77.4716,0.139112,-0.139112,6.0,0.02,-0.02,5.37,0.03,-0.03,4.405,0.258,-0.258,4.025,0.19,-0.19,3.933,0.036,-0.036,,,,,,,,,,,,,,,,3.918,0.307,-0.307,3.649,0.191,-0.191,3.914,0.014,-0.014,3.852,0.025,-0.025,5.22664,0.0027777,-0.0027777,,,,4.8119,0.0068,-0.0068,,,,1/28/2019,2004-02,1/31/2019,5,1,1,0,0,0,4.855,4.455,1.3001695780332905,1.0871855148348084,1.5662535386177499,Yes
73,1868,HD 183263 b,HD 183263,b,HD 183263,HIP 95740,TIC 134245358,Gaia DR2 4296208099222829568,0,1,2,0,0,Radial Velocity,2004,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,2005-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,625.1,0.34,-0.34,0.0,1.486,0.023,-0.023,0.0,,,,,,,,,,,,,,,,,1155.263,10.806,-10.806,0.0,3.635,0.034,-0.034,0.0,,,,,,,,,1155.263,10.806,-10.806,0.0,3.635,0.034,-0.034,0.0,Msini,,,,,0.3728,0.0065,-0.0065,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2452113.0,2.4,-2.4,0.0,232.9,1.4,-1.4,0.0,86.16,0.79,-0.79,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,5867.0,142.06,-90.69,0.0,1.29,0.05,-0.06,0.0,1.06,0.15,-0.12,0.0,0.27,0.1,-0.1,0.0,[M/H],1.7782794100389228,0.01,-0.013,0.0,4.24,0.09,-0.06,0.0,,,,,0.6944,0.1717,-0.1144,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,-4.30987,44.60924,29.86734,295.42202,37.4192004,0.0566663,-0.0566663,-19.1268,0.0657981,-0.0657981,-32.1615,0.0530616,-0.0530616,54.1955,0.1131,-0.1127,18.4229,0.0381375,-0.0381375,8.456,0.041,-0.041,7.86,0.03,-0.03,6.782,0.024,-0.024,6.528,0.036,-0.036,6.422,0.018,-0.018,,,,,,,,,,,,,,,,6.372,0.089,-0.089,6.365,0.025,-0.025,6.447,0.018,-0.018,6.327,0.058,-0.058,7.71818,0.000225,-0.000225,,,,7.3033,0.006,-0.006,,,,4/25/2018,2015-02,1/28/2015,0,1,3,2,0,0,4.205,3.805,2.3659196974857584,1.4665729060034542,2.112817888323178,Yes
